loan_id,image_type,path,relative_path,size_bytes,width,height,status,error,split,predicted_type,confidence
loan_1253,face_signing,D:\GitHub\jinchuang\data\loan_1253\face_signing.jpg,loan_1253\face_signing.jpg,124635,1024,1024,ok,,test,face_signing,0.99869484
loan_1254,face_signing,D:\GitHub\jinchuang\data\loan_1254\face_signing.jpg,loan_1254\face_signing.jpg,114170,1024,1024,ok,,train,face_signing,0.9983878
loan_1255,face_signing,D:\GitHub\jinchuang\data\loan_1255\face_signing.jpg,loan_1255\face_signing.jpg,137009,1024,1024,ok,,val,face_signing,0.99773586
loan_1256,face_signing,D:\GitHub\jinchuang\data\loan_1256\face_signing.jpg,loan_1256\face_signing.jpg,122880,1024,1024,ok,,val,face_signing,0.99787784
loan_1257,face_signing,D:\GitHub\jinchuang\data\loan_1257\face_signing.jpg,loan_1257\face_signing.jpg,157102,1024,1024,ok,,train,face_signing,0.9964729
loan_1258,face_signing,D:\GitHub\jinchuang\data\loan_1258\face_signing.jpg,loan_1258\face_signing.jpg,140508,1024,1024,ok,,train,face_signing,0.99805415
loan_1259,face_signing,D:\GitHub\jinchuang\data\loan_1259\face_signing.jpg,loan_1259\face_signing.jpg,117403,1024,1024,ok,,train,face_signing,0.9983041
loan_1260,face_signing,D:\GitHub\jinchuang\data\loan_1260\face_signing.jpg,loan_1260\face_signing.jpg,119307,1024,1024,ok,,test,face_signing,0.9979042
loan_1261,face_signing,D:\GitHub\jinchuang\data\loan_1261\face_signing.jpg,loan_1261\face_signing.jpg,115133,1024,1024,ok,,train,face_signing,0.99773836
loan_1262,face_signing,D:\GitHub\jinchuang\data\loan_1262\face_signing.jpg,loan_1262\face_signing.jpg,113789,1024,1024,ok,,train,face_signing,0.99848455
loan_1263,face_signing,D:\GitHub\jinchuang\data\loan_1263\face_signing.jpg,loan_1263\face_signing.jpg,106432,1024,1024,ok,,test,face_signing,0.9990957
loan_1264,face_signing,D:\GitHub\jinchuang\data\loan_1264\face_signing.jpg,loan_1264\face_signing.jpg,111314,1024,1024,ok,,train,face_signing,0.9980286
loan_1265,face_signing,D:\GitHub\jinchuang\data\loan_1265\face_signing.jpg,loan_1265\face_signing.jpg,128343,1024,1024,ok,,train,face_signing,0.99864715
loan_1266,face_signing,D:\GitHub\jinchuang\data\loan_1266\face_signing.jpg,loan_1266\face_signing.jpg,145935,1024,1024,ok,,train,face_signing,0.998171
loan_1267,face_signing,D:\GitHub\jinchuang\data\loan_1267\face_signing.jpg,loan_1267\face_signing.jpg,112440,1024,1024,ok,,test,face_signing,0.99832565
loan_1268,face_signing,D:\GitHub\jinchuang\data\loan_1268\face_signing.jpg,loan_1268\face_signing.jpg,161461,1024,1024,ok,,train,face_signing,0.9983941
loan_1269,face_signing,D:\GitHub\jinchuang\data\loan_1269\face_signing.jpg,loan_1269\face_signing.jpg,105649,1024,1024,ok,,train,face_signing,0.99897563
loan_1270,face_signing,D:\GitHub\jinchuang\data\loan_1270\face_signing.jpg,loan_1270\face_signing.jpg,144520,1024,1024,ok,,train,face_signing,0.997738
loan_1271,face_signing,D:\GitHub\jinchuang\data\loan_1271\face_signing.jpg,loan_1271\face_signing.jpg,107533,1024,1024,ok,,train,face_signing,0.99786514
loan_1272,face_signing,D:\GitHub\jinchuang\data\loan_1272\face_signing.jpg,loan_1272\face_signing.jpg,114377,1024,1024,ok,,val,face_signing,0.9990859
loan_1273,face_signing,D:\GitHub\jinchuang\data\loan_1273\face_signing.jpg,loan_1273\face_signing.jpg,127449,1024,1024,ok,,val,face_signing,0.99808264
loan_1274,face_signing,D:\GitHub\jinchuang\data\loan_1274\face_signing.jpg,loan_1274\face_signing.jpg,111058,1024,1024,ok,,test,face_signing,0.9977773
loan_1275,face_signing,D:\GitHub\jinchuang\data\loan_1275\face_signing.jpg,loan_1275\face_signing.jpg,133556,1024,1024,ok,,val,face_signing,0.9983398
loan_1276,face_signing,D:\GitHub\jinchuang\data\loan_1276\face_signing.jpg,loan_1276\face_signing.jpg,118034,1024,1024,ok,,train,face_signing,0.9983182
loan_1277,face_signing,D:\GitHub\jinchuang\data\loan_1277\face_signing.jpg,loan_1277\face_signing.jpg,118638,1024,1024,ok,,test,face_signing,0.998835
loan_1278,face_signing,D:\GitHub\jinchuang\data\loan_1278\face_signing.jpg,loan_1278\face_signing.jpg,132697,1024,1024,ok,,val,face_signing,0.998705
loan_1279,face_signing,D:\GitHub\jinchuang\data\loan_1279\face_signing.jpg,loan_1279\face_signing.jpg,130131,1024,1024,ok,,train,face_signing,0.9981667
loan_1280,face_signing,D:\GitHub\jinchuang\data\loan_1280\face_signing.jpg,loan_1280\face_signing.jpg,108197,1024,1024,ok,,train,face_signing,0.9983368
loan_1281,face_signing,D:\GitHub\jinchuang\data\loan_1281\face_signing.jpg,loan_1281\face_signing.jpg,125261,1024,1024,ok,,train,face_signing,0.9941338
loan_1282,face_signing,D:\GitHub\jinchuang\data\loan_1282\face_signing.jpg,loan_1282\face_signing.jpg,130099,1024,1024,ok,,train,face_signing,0.9987388
loan_1283,face_signing,D:\GitHub\jinchuang\data\loan_1283\face_signing.jpg,loan_1283\face_signing.jpg,133639,1024,1024,ok,,train,face_signing,0.9985605
loan_1284,face_signing,D:\GitHub\jinchuang\data\loan_1284\face_signing.jpg,loan_1284\face_signing.jpg,103985,1024,1024,ok,,train,face_signing,0.9983486
loan_1285,face_signing,D:\GitHub\jinchuang\data\loan_1285\face_signing.jpg,loan_1285\face_signing.jpg,122803,1024,1024,ok,,test,face_signing,0.9994549
loan_1286,face_signing,D:\GitHub\jinchuang\data\loan_1286\face_signing.jpg,loan_1286\face_signing.jpg,114847,1024,1024,ok,,test,face_signing,0.9979437
loan_1287,face_signing,D:\GitHub\jinchuang\data\loan_1287\face_signing.jpg,loan_1287\face_signing.jpg,131626,1024,1024,ok,,test,face_signing,0.9990877
loan_1288,face_signing,D:\GitHub\jinchuang\data\loan_1288\face_signing.jpg,loan_1288\face_signing.jpg,127868,1024,1024,ok,,train,face_signing,0.9987067
loan_1289,face_signing,D:\GitHub\jinchuang\data\loan_1289\face_signing.jpg,loan_1289\face_signing.jpg,113055,1024,1024,ok,,val,face_signing,0.99804795
loan_1290,face_signing,D:\GitHub\jinchuang\data\loan_1290\face_signing.jpg,loan_1290\face_signing.jpg,106291,1024,1024,ok,,train,face_signing,0.9971886
loan_1291,face_signing,D:\GitHub\jinchuang\data\loan_1291\face_signing.jpg,loan_1291\face_signing.jpg,109997,1024,1024,ok,,train,face_signing,0.9985121
loan_1292,face_signing,D:\GitHub\jinchuang\data\loan_1292\face_signing.jpg,loan_1292\face_signing.jpg,120311,1024,1024,ok,,train,face_signing,0.99738973
loan_1293,face_signing,D:\GitHub\jinchuang\data\loan_1293\face_signing.jpg,loan_1293\face_signing.jpg,123294,1024,1024,ok,,val,face_signing,0.9982388
loan_1294,face_signing,D:\GitHub\jinchuang\data\loan_1294\face_signing.jpg,loan_1294\face_signing.jpg,130602,1024,1024,ok,,train,face_signing,0.99853265
loan_1295,face_signing,D:\GitHub\jinchuang\data\loan_1295\face_signing.jpg,loan_1295\face_signing.jpg,124311,1024,1024,ok,,train,face_signing,0.9973315
loan_1296,face_signing,D:\GitHub\jinchuang\data\loan_1296\face_signing.jpg,loan_1296\face_signing.jpg,120205,1024,1024,ok,,test,face_signing,0.99871624
loan_1297,face_signing,D:\GitHub\jinchuang\data\loan_1297\face_signing.jpg,loan_1297\face_signing.jpg,117875,1024,1024,ok,,train,face_signing,0.99911696
loan_1298,face_signing,D:\GitHub\jinchuang\data\loan_1298\face_signing.jpg,loan_1298\face_signing.jpg,125278,1024,1024,ok,,train,face_signing,0.9988274
loan_1299,face_signing,D:\GitHub\jinchuang\data\loan_1299\face_signing.jpg,loan_1299\face_signing.jpg,132389,1024,1024,ok,,train,face_signing,0.9976133
loan_1300,face_signing,D:\GitHub\jinchuang\data\loan_1300\face_signing.jpg,loan_1300\face_signing.jpg,159940,1024,1024,ok,,val,face_signing,0.99809104
loan_1301,face_signing,D:\GitHub\jinchuang\data\loan_1301\face_signing.jpg,loan_1301\face_signing.jpg,105154,1024,1024,ok,,train,face_signing,0.997661
loan_1302,face_signing,D:\GitHub\jinchuang\data\loan_1302\face_signing.jpg,loan_1302\face_signing.jpg,128973,1024,1024,ok,,train,face_signing,0.99796
loan_1303,face_signing,D:\GitHub\jinchuang\data\loan_1303\face_signing.jpg,loan_1303\face_signing.jpg,119830,1024,1024,ok,,train,face_signing,0.9986744
loan_1304,face_signing,D:\GitHub\jinchuang\data\loan_1304\face_signing.jpg,loan_1304\face_signing.jpg,108594,1024,1024,ok,,train,face_signing,0.99768746
loan_1305,face_signing,D:\GitHub\jinchuang\data\loan_1305\face_signing.jpg,loan_1305\face_signing.jpg,125515,1024,1024,ok,,train,face_signing,0.9990582
loan_1306,face_signing,D:\GitHub\jinchuang\data\loan_1306\face_signing.jpg,loan_1306\face_signing.jpg,127957,1024,1024,ok,,train,face_signing,0.997721
loan_1307,face_signing,D:\GitHub\jinchuang\data\loan_1307\face_signing.jpg,loan_1307\face_signing.jpg,140253,1024,1024,ok,,train,face_signing,0.99867886
loan_1308,face_signing,D:\GitHub\jinchuang\data\loan_1308\face_signing.jpg,loan_1308\face_signing.jpg,141280,1024,1024,ok,,test,face_signing,0.99797565
loan_1309,face_signing,D:\GitHub\jinchuang\data\loan_1309\face_signing.jpg,loan_1309\face_signing.jpg,110934,1024,1024,ok,,train,face_signing,0.99933404
loan_1310,face_signing,D:\GitHub\jinchuang\data\loan_1310\face_signing.jpg,loan_1310\face_signing.jpg,131114,1024,1024,ok,,val,face_signing,0.9985606
loan_1311,face_signing,D:\GitHub\jinchuang\data\loan_1311\face_signing.jpg,loan_1311\face_signing.jpg,105942,1024,1024,ok,,test,face_signing,0.9981109
loan_1312,face_signing,D:\GitHub\jinchuang\data\loan_1312\face_signing.jpg,loan_1312\face_signing.jpg,143900,1024,1024,ok,,train,face_signing,0.9968104
loan_1313,face_signing,D:\GitHub\jinchuang\data\loan_1313\face_signing.jpg,loan_1313\face_signing.jpg,112330,1024,1024,ok,,train,face_signing,0.9983399
loan_1314,face_signing,D:\GitHub\jinchuang\data\loan_1314\face_signing.jpg,loan_1314\face_signing.jpg,120341,1024,1024,ok,,train,face_signing,0.9973097
loan_1315,face_signing,D:\GitHub\jinchuang\data\loan_1315\face_signing.jpg,loan_1315\face_signing.jpg,103418,1024,1024,ok,,train,face_signing,0.9970796
loan_1316,face_signing,D:\GitHub\jinchuang\data\loan_1316\face_signing.jpg,loan_1316\face_signing.jpg,145825,1024,1024,ok,,val,face_signing,0.99882144
loan_1317,face_signing,D:\GitHub\jinchuang\data\loan_1317\face_signing.jpg,loan_1317\face_signing.jpg,122504,1024,1024,ok,,train,face_signing,0.9982547
loan_1318,face_signing,D:\GitHub\jinchuang\data\loan_1318\face_signing.jpg,loan_1318\face_signing.jpg,122972,1024,1024,ok,,train,face_signing,0.99781764
loan_1319,face_signing,D:\GitHub\jinchuang\data\loan_1319\face_signing.jpg,loan_1319\face_signing.jpg,114596,1024,1024,ok,,train,face_signing,0.9987618
loan_1320,face_signing,D:\GitHub\jinchuang\data\loan_1320\face_signing.jpg,loan_1320\face_signing.jpg,144672,1024,1024,ok,,val,face_signing,0.99902296
loan_1321,face_signing,D:\GitHub\jinchuang\data\loan_1321\face_signing.jpg,loan_1321\face_signing.jpg,123603,1024,1024,ok,,val,face_signing,0.9985839
loan_1322,face_signing,D:\GitHub\jinchuang\data\loan_1322\face_signing.jpg,loan_1322\face_signing.jpg,131670,1024,1024,ok,,train,face_signing,0.9964281
loan_1323,face_signing,D:\GitHub\jinchuang\data\loan_1323\face_signing.jpg,loan_1323\face_signing.jpg,115453,1024,1024,ok,,train,face_signing,0.99891305
loan_1324,face_signing,D:\GitHub\jinchuang\data\loan_1324\face_signing.jpg,loan_1324\face_signing.jpg,113543,1024,1024,ok,,train,face_signing,0.99878794
loan_1325,face_signing,D:\GitHub\jinchuang\data\loan_1325\face_signing.jpg,loan_1325\face_signing.jpg,109216,1024,1024,ok,,val,face_signing,0.9984376
loan_1326,face_signing,D:\GitHub\jinchuang\data\loan_1326\face_signing.jpg,loan_1326\face_signing.jpg,140110,1024,1024,ok,,train,face_signing,0.9981116
loan_1327,face_signing,D:\GitHub\jinchuang\data\loan_1327\face_signing.jpg,loan_1327\face_signing.jpg,109041,1024,1024,ok,,train,face_signing,0.99877125
loan_1328,face_signing,D:\GitHub\jinchuang\data\loan_1328\face_signing.jpg,loan_1328\face_signing.jpg,129623,1024,1024,ok,,test,face_signing,0.9986895
loan_1329,face_signing,D:\GitHub\jinchuang\data\loan_1329\face_signing.jpg,loan_1329\face_signing.jpg,96835,1024,1024,ok,,train,face_signing,0.99927324
loan_1330,face_signing,D:\GitHub\jinchuang\data\loan_1330\face_signing.jpg,loan_1330\face_signing.jpg,89291,1024,1024,ok,,train,face_signing,0.99824834
loan_1331,face_signing,D:\GitHub\jinchuang\data\loan_1331\face_signing.jpg,loan_1331\face_signing.jpg,112839,1024,1024,ok,,train,face_signing,0.99921346
loan_1332,face_signing,D:\GitHub\jinchuang\data\loan_1332\face_signing.jpg,loan_1332\face_signing.jpg,119484,1024,1024,ok,,val,face_signing,0.998869
loan_1333,face_signing,D:\GitHub\jinchuang\data\loan_1333\face_signing.jpg,loan_1333\face_signing.jpg,107917,1024,1024,ok,,test,face_signing,0.99901474
loan_1334,face_signing,D:\GitHub\jinchuang\data\loan_1334\face_signing.jpg,loan_1334\face_signing.jpg,129280,1024,1024,ok,,train,face_signing,0.99877506
loan_1335,face_signing,D:\GitHub\jinchuang\data\loan_1335\face_signing.jpg,loan_1335\face_signing.jpg,129707,1024,1024,ok,,train,face_signing,0.9971841
loan_1336,face_signing,D:\GitHub\jinchuang\data\loan_1336\face_signing.jpg,loan_1336\face_signing.jpg,112790,1024,1024,ok,,train,face_signing,0.9972856
loan_1337,face_signing,D:\GitHub\jinchuang\data\loan_1337\face_signing.jpg,loan_1337\face_signing.jpg,153757,1024,1024,ok,,test,face_signing,0.9985543
loan_1338,face_signing,D:\GitHub\jinchuang\data\loan_1338\face_signing.jpg,loan_1338\face_signing.jpg,115064,1024,1024,ok,,train,face_signing,0.99886036
loan_1339,face_signing,D:\GitHub\jinchuang\data\loan_1339\face_signing.jpg,loan_1339\face_signing.jpg,124340,1024,1024,ok,,test,face_signing,0.9975235
loan_1340,face_signing,D:\GitHub\jinchuang\data\loan_1340\face_signing.jpg,loan_1340\face_signing.jpg,90817,1024,1024,ok,,train,face_signing,0.9991252
loan_1341,face_signing,D:\GitHub\jinchuang\data\loan_1341\face_signing.jpg,loan_1341\face_signing.jpg,141890,1024,1024,ok,,val,face_signing,0.99691147
loan_1342,face_signing,D:\GitHub\jinchuang\data\loan_1342\face_signing.jpg,loan_1342\face_signing.jpg,116740,1024,1024,ok,,train,face_signing,0.9986681
loan_1343,face_signing,D:\GitHub\jinchuang\data\loan_1343\face_signing.jpg,loan_1343\face_signing.jpg,113852,1024,1024,ok,,train,face_signing,0.9992292
loan_1344,face_signing,D:\GitHub\jinchuang\data\loan_1344\face_signing.jpg,loan_1344\face_signing.jpg,89690,1024,1024,ok,,train,face_signing,0.9988341
loan_1345,face_signing,D:\GitHub\jinchuang\data\loan_1345\face_signing.jpg,loan_1345\face_signing.jpg,115814,1024,1024,ok,,test,face_signing,0.99634403
loan_1346,face_signing,D:\GitHub\jinchuang\data\loan_1346\face_signing.jpg,loan_1346\face_signing.jpg,136282,1024,1024,ok,,train,face_signing,0.99869764
loan_1347,face_signing,D:\GitHub\jinchuang\data\loan_1347\face_signing.jpg,loan_1347\face_signing.jpg,119125,1024,1024,ok,,train,face_signing,0.99817383
loan_1348,face_signing,D:\GitHub\jinchuang\data\loan_1348\face_signing.jpg,loan_1348\face_signing.jpg,155229,1024,1024,ok,,train,face_signing,0.99853337
loan_1349,face_signing,D:\GitHub\jinchuang\data\loan_1349\face_signing.jpg,loan_1349\face_signing.jpg,106870,1024,1024,ok,,train,face_signing,0.9987709
loan_1350,face_signing,D:\GitHub\jinchuang\data\loan_1350\face_signing.jpg,loan_1350\face_signing.jpg,105885,1024,1024,ok,,train,face_signing,0.998793
loan_1351,face_signing,D:\GitHub\jinchuang\data\loan_1351\face_signing.jpg,loan_1351\face_signing.jpg,138454,1024,1024,ok,,val,face_signing,0.99809927
loan_1352,face_signing,D:\GitHub\jinchuang\data\loan_1352\face_signing.jpg,loan_1352\face_signing.jpg,116105,1024,1024,ok,,train,face_signing,0.99917907
loan_1353,face_signing,D:\GitHub\jinchuang\data\loan_1353\face_signing.jpg,loan_1353\face_signing.jpg,130852,1024,1024,ok,,test,face_signing,0.998754
loan_1354,face_signing,D:\GitHub\jinchuang\data\loan_1354\face_signing.jpg,loan_1354\face_signing.jpg,133298,1024,1024,ok,,test,face_signing,0.99839693
loan_1355,face_signing,D:\GitHub\jinchuang\data\loan_1355\face_signing.jpg,loan_1355\face_signing.jpg,115553,1024,1024,ok,,val,face_signing,0.9984176
loan_1356,face_signing,D:\GitHub\jinchuang\data\loan_1356\face_signing.jpg,loan_1356\face_signing.jpg,112230,1024,1024,ok,,val,face_signing,0.9983242
loan_1357,face_signing,D:\GitHub\jinchuang\data\loan_1357\face_signing.jpg,loan_1357\face_signing.jpg,119572,1024,1024,ok,,test,face_signing,0.99934846
loan_1358,face_signing,D:\GitHub\jinchuang\data\loan_1358\face_signing.jpg,loan_1358\face_signing.jpg,119862,1024,1024,ok,,train,face_signing,0.99858
loan_1359,face_signing,D:\GitHub\jinchuang\data\loan_1359\face_signing.jpg,loan_1359\face_signing.jpg,115183,1024,1024,ok,,train,face_signing,0.9965497
loan_1360,face_signing,D:\GitHub\jinchuang\data\loan_1360\face_signing.jpg,loan_1360\face_signing.jpg,114569,1024,1024,ok,,train,face_signing,0.99888986
loan_1361,face_signing,D:\GitHub\jinchuang\data\loan_1361\face_signing.jpg,loan_1361\face_signing.jpg,123290,1024,1024,ok,,test,face_signing,0.9972076
loan_1362,face_signing,D:\GitHub\jinchuang\data\loan_1362\face_signing.jpg,loan_1362\face_signing.jpg,107695,1024,1024,ok,,train,face_signing,0.9967169
loan_1363,face_signing,D:\GitHub\jinchuang\data\loan_1363\face_signing.jpg,loan_1363\face_signing.jpg,117892,1024,1024,ok,,train,face_signing,0.9989936
loan_1364,face_signing,D:\GitHub\jinchuang\data\loan_1364\face_signing.jpg,loan_1364\face_signing.jpg,134202,1024,1024,ok,,train,face_signing,0.99868184
loan_1365,face_signing,D:\GitHub\jinchuang\data\loan_1365\face_signing.jpg,loan_1365\face_signing.jpg,107544,1024,1024,ok,,train,face_signing,0.998387
loan_1366,face_signing,D:\GitHub\jinchuang\data\loan_1366\face_signing.jpg,loan_1366\face_signing.jpg,125309,1024,1024,ok,,val,face_signing,0.99902904
loan_1367,face_signing,D:\GitHub\jinchuang\data\loan_1367\face_signing.jpg,loan_1367\face_signing.jpg,117598,1024,1024,ok,,test,face_signing,0.9985279
loan_1368,face_signing,D:\GitHub\jinchuang\data\loan_1368\face_signing.jpg,loan_1368\face_signing.jpg,110487,1024,1024,ok,,train,face_signing,0.9990513
loan_1369,face_signing,D:\GitHub\jinchuang\data\loan_1369\face_signing.jpg,loan_1369\face_signing.jpg,132974,1024,1024,ok,,train,face_signing,0.99865425
loan_1370,face_signing,D:\GitHub\jinchuang\data\loan_1370\face_signing.jpg,loan_1370\face_signing.jpg,130776,1024,1024,ok,,train,face_signing,0.99736744
loan_1371,face_signing,D:\GitHub\jinchuang\data\loan_1371\face_signing.jpg,loan_1371\face_signing.jpg,104206,1024,1024,ok,,train,face_signing,0.9979108
loan_1372,face_signing,D:\GitHub\jinchuang\data\loan_1372\face_signing.jpg,loan_1372\face_signing.jpg,127944,1024,1024,ok,,train,face_signing,0.9969336
loan_1373,face_signing,D:\GitHub\jinchuang\data\loan_1373\face_signing.jpg,loan_1373\face_signing.jpg,132476,1024,1024,ok,,val,face_signing,0.99635917
loan_1374,face_signing,D:\GitHub\jinchuang\data\loan_1374\face_signing.jpg,loan_1374\face_signing.jpg,104130,1024,1024,ok,,train,face_signing,0.99797255
loan_1375,face_signing,D:\GitHub\jinchuang\data\loan_1375\face_signing.jpg,loan_1375\face_signing.jpg,108844,1024,1024,ok,,train,face_signing,0.99696004
loan_1376,face_signing,D:\GitHub\jinchuang\data\loan_1376\face_signing.jpg,loan_1376\face_signing.jpg,124562,1024,1024,ok,,val,face_signing,0.9980135
loan_1377,face_signing,D:\GitHub\jinchuang\data\loan_1377\face_signing.jpg,loan_1377\face_signing.jpg,119150,1024,1024,ok,,val,face_signing,0.99850863
loan_1378,face_signing,D:\GitHub\jinchuang\data\loan_1378\face_signing.jpg,loan_1378\face_signing.jpg,153112,1024,1024,ok,,val,face_signing,0.99771935
loan_1379,face_signing,D:\GitHub\jinchuang\data\loan_1379\face_signing.jpg,loan_1379\face_signing.jpg,125280,1024,1024,ok,,train,face_signing,0.9990792
loan_1380,face_signing,D:\GitHub\jinchuang\data\loan_1380\face_signing.jpg,loan_1380\face_signing.jpg,131278,1024,1024,ok,,train,face_signing,0.99757785
loan_1381,face_signing,D:\GitHub\jinchuang\data\loan_1381\face_signing.jpg,loan_1381\face_signing.jpg,130017,1024,1024,ok,,train,face_signing,0.9990268
loan_1382,face_signing,D:\GitHub\jinchuang\data\loan_1382\face_signing.jpg,loan_1382\face_signing.jpg,142967,1024,1024,ok,,train,face_signing,0.9986021
loan_1383,face_signing,D:\GitHub\jinchuang\data\loan_1383\face_signing.jpg,loan_1383\face_signing.jpg,114016,1024,1024,ok,,val,face_signing,0.998362
loan_1384,face_signing,D:\GitHub\jinchuang\data\loan_1384\face_signing.jpg,loan_1384\face_signing.jpg,132986,1024,1024,ok,,train,face_signing,0.9983803
loan_1385,face_signing,D:\GitHub\jinchuang\data\loan_1385\face_signing.jpg,loan_1385\face_signing.jpg,139255,1024,1024,ok,,test,face_signing,0.99852365
loan_1386,face_signing,D:\GitHub\jinchuang\data\loan_1386\face_signing.jpg,loan_1386\face_signing.jpg,105549,1024,1024,ok,,train,face_signing,0.99770564
loan_1387,face_signing,D:\GitHub\jinchuang\data\loan_1387\face_signing.jpg,loan_1387\face_signing.jpg,124764,1024,1024,ok,,train,face_signing,0.99858165
loan_1388,face_signing,D:\GitHub\jinchuang\data\loan_1388\face_signing.jpg,loan_1388\face_signing.jpg,121515,1024,1024,ok,,train,face_signing,0.9988381
loan_1389,face_signing,D:\GitHub\jinchuang\data\loan_1389\face_signing.jpg,loan_1389\face_signing.jpg,109149,1024,1024,ok,,train,face_signing,0.9986261
loan_1390,face_signing,D:\GitHub\jinchuang\data\loan_1390\face_signing.jpg,loan_1390\face_signing.jpg,121230,1024,1024,ok,,test,face_signing,0.9987618
loan_1391,face_signing,D:\GitHub\jinchuang\data\loan_1391\face_signing.jpg,loan_1391\face_signing.jpg,114827,1024,1024,ok,,train,face_signing,0.9991196
loan_1392,face_signing,D:\GitHub\jinchuang\data\loan_1392\face_signing.jpg,loan_1392\face_signing.jpg,110414,1024,1024,ok,,train,face_signing,0.99665785
loan_1393,face_signing,D:\GitHub\jinchuang\data\loan_1393\face_signing.jpg,loan_1393\face_signing.jpg,148421,1024,1024,ok,,train,face_signing,0.9981172
loan_1394,face_signing,D:\GitHub\jinchuang\data\loan_1394\face_signing.jpg,loan_1394\face_signing.jpg,127457,1024,1024,ok,,train,face_signing,0.99861777
loan_1395,face_signing,D:\GitHub\jinchuang\data\loan_1395\face_signing.jpg,loan_1395\face_signing.jpg,118485,1024,1024,ok,,val,face_signing,0.99761415
loan_1396,face_signing,D:\GitHub\jinchuang\data\loan_1396\face_signing.jpg,loan_1396\face_signing.jpg,106152,1024,1024,ok,,val,face_signing,0.99786925
loan_1397,face_signing,D:\GitHub\jinchuang\data\loan_1397\face_signing.jpg,loan_1397\face_signing.jpg,100280,1024,1024,ok,,train,face_signing,0.9981256
loan_1398,face_signing,D:\GitHub\jinchuang\data\loan_1398\face_signing.jpg,loan_1398\face_signing.jpg,128920,1024,1024,ok,,val,face_signing,0.99901366
loan_1399,face_signing,D:\GitHub\jinchuang\data\loan_1399\face_signing.jpg,loan_1399\face_signing.jpg,115373,1024,1024,ok,,train,face_signing,0.9978942
loan_1400,face_signing,D:\GitHub\jinchuang\data\loan_1400\face_signing.jpg,loan_1400\face_signing.jpg,126111,1024,1024,ok,,train,face_signing,0.99828917
loan_1401,face_signing,D:\GitHub\jinchuang\data\loan_1401\face_signing.jpg,loan_1401\face_signing.jpg,122834,1024,1024,ok,,train,face_signing,0.99859935
loan_1402,face_signing,D:\GitHub\jinchuang\data\loan_1402\face_signing.jpg,loan_1402\face_signing.jpg,126019,1024,1024,ok,,test,face_signing,0.9980421
loan_1403,face_signing,D:\GitHub\jinchuang\data\loan_1403\face_signing.jpg,loan_1403\face_signing.jpg,127338,1024,1024,ok,,train,face_signing,0.998968
loan_1404,face_signing,D:\GitHub\jinchuang\data\loan_1404\face_signing.jpg,loan_1404\face_signing.jpg,105026,1024,1024,ok,,train,face_signing,0.9978143
loan_1405,face_signing,D:\GitHub\jinchuang\data\loan_1405\face_signing.jpg,loan_1405\face_signing.jpg,112610,1024,1024,ok,,test,face_signing,0.998102
loan_1406,face_signing,D:\GitHub\jinchuang\data\loan_1406\face_signing.jpg,loan_1406\face_signing.jpg,132198,1024,1024,ok,,train,face_signing,0.99878913
loan_1407,face_signing,D:\GitHub\jinchuang\data\loan_1407\face_signing.jpg,loan_1407\face_signing.jpg,109063,1024,1024,ok,,train,face_signing,0.9982615
loan_1408,face_signing,D:\GitHub\jinchuang\data\loan_1408\face_signing.jpg,loan_1408\face_signing.jpg,136147,1024,1024,ok,,train,face_signing,0.9990376
loan_1409,face_signing,D:\GitHub\jinchuang\data\loan_1409\face_signing.jpg,loan_1409\face_signing.jpg,137127,1024,1024,ok,,val,face_signing,0.99815243
loan_1410,face_signing,D:\GitHub\jinchuang\data\loan_1410\face_signing.jpg,loan_1410\face_signing.jpg,133026,1024,1024,ok,,train,face_signing,0.99715257
loan_1411,face_signing,D:\GitHub\jinchuang\data\loan_1411\face_signing.jpg,loan_1411\face_signing.jpg,128266,1024,1024,ok,,train,face_signing,0.9976411
loan_1412,face_signing,D:\GitHub\jinchuang\data\loan_1412\face_signing.jpg,loan_1412\face_signing.jpg,114378,1024,1024,ok,,train,face_signing,0.99923253
loan_1413,face_signing,D:\GitHub\jinchuang\data\loan_1413\face_signing.jpg,loan_1413\face_signing.jpg,91108,1024,1024,ok,,train,face_signing,0.99687433
loan_1414,face_signing,D:\GitHub\jinchuang\data\loan_1414\face_signing.jpg,loan_1414\face_signing.jpg,126658,1024,1024,ok,,train,face_signing,0.99783236
loan_1415,face_signing,D:\GitHub\jinchuang\data\loan_1415\face_signing.jpg,loan_1415\face_signing.jpg,110184,1024,1024,ok,,train,face_signing,0.9989574
loan_1416,face_signing,D:\GitHub\jinchuang\data\loan_1416\face_signing.jpg,loan_1416\face_signing.jpg,116495,1024,1024,ok,,test,face_signing,0.99876523
loan_1417,face_signing,D:\GitHub\jinchuang\data\loan_1417\face_signing.jpg,loan_1417\face_signing.jpg,108800,1024,1024,ok,,train,face_signing,0.9967541
loan_1418,face_signing,D:\GitHub\jinchuang\data\loan_1418\face_signing.jpg,loan_1418\face_signing.jpg,117909,1024,1024,ok,,train,face_signing,0.99894935
loan_1419,face_signing,D:\GitHub\jinchuang\data\loan_1419\face_signing.jpg,loan_1419\face_signing.jpg,133184,1024,1024,ok,,train,face_signing,0.99842453
loan_1420,face_signing,D:\GitHub\jinchuang\data\loan_1420\face_signing.jpg,loan_1420\face_signing.jpg,125696,1024,1024,ok,,train,face_signing,0.9991505
