query_loan_id,match_loan_id,stage1_similarity_probability,stage1_predicted_similar,stage2_predicted_type,stage2_table_type,name_match,id_match,id_conflict,same_iddd_pair,renewal_base_pair,query_edit_type,match_edit_type,query_base_from,match_base_from,query_customer_id_hash,match_customer_id_hash,query_path,match_path
loan_0426,loan_0318,0.5784960737443345,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,364bfcb327081f66b725bfdff53dc87b971fd4104ea58884197a585da906393e,595621a92c824988c7ff35d6f50a1a2474a0e040129ec2a3c719b778590a6d00,D:\GitHub\jinchuang\data\loan_0426\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0318\face_signing.jpg
loan_0427,loan_3779,0.8256426427159267,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,1b432de7c6a9039627609aed191d17a5f5d07dbe37d873938ae9c44dd3a96136,7e6865c2c061babb292e570d4362cbd12750139ba8981a6a7b7c3931ff1ec2c0,D:\GitHub\jinchuang\data\loan_0427\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3779\face_signing.jpg
loan_0427,loan_0602,0.7495063023597175,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,1b432de7c6a9039627609aed191d17a5f5d07dbe37d873938ae9c44dd3a96136,7632018d4e900e057245c7641ae52b0e773a87f6a3b4ad74a879a755a36de8a1,D:\GitHub\jinchuang\data\loan_0427\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0602\face_signing.jpg
loan_0427,loan_0502,0.5558783395376709,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,1b432de7c6a9039627609aed191d17a5f5d07dbe37d873938ae9c44dd3a96136,5a6a339cf4b3597c3411999eb104fa459177958aecbf7eb456ea2b2afc44351b,D:\GitHub\jinchuang\data\loan_0427\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0502\face_signing.jpg
loan_0428,loan_3780,0.704780430680437,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,463fa0cc8782dfd24768b54158b08dd13a36e7606958e0d88afe621b9d39291f,792153987ac3c121826f6a3a50dc063d5ae2d61ca1e0c3ab794352801850208d,D:\GitHub\jinchuang\data\loan_0428\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3780\face_signing.jpg
loan_0428,loan_1930,0.60357853291234,True,cross_customer_fraud,not_labeled_similar,False,False,True,False,False,,,,,463fa0cc8782dfd24768b54158b08dd13a36e7606958e0d88afe621b9d39291f,da55c6e685a94387d1385684cbe04d24ac44f7ea8e629a344bead4afdbaa4419,D:\GitHub\jinchuang\data\loan_0428\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1930\face_signing.jpg
loan_0429,loan_3534,0.6944446416657121,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,8a399815bca87f891b7373ba8d84d7b4709dc5744ea286fe739a5e37d16b7384,c407f3bad3f3f1b7789f3322ac08df030e940b1304fcca586c04c6c585604c37,D:\GitHub\jinchuang\data\loan_0429\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3534\face_signing.jpg
loan_043,loan_071,0.45743393225215134,True,high_similarity_pending_identity,cross_customer_fraud,False,False,False,False,False,,,,,,,D:\GitHub\jinchuang\data\loan_043\face_signing.jpg,D:\GitHub\jinchuang\data\loan_071\face_signing.jpg
loan_043,loan_070,0.4648559442412076,True,high_similarity_pending_identity,cross_customer_fraud,False,False,False,False,False,,,,,,,D:\GitHub\jinchuang\data\loan_043\face_signing.jpg,D:\GitHub\jinchuang\data\loan_070\face_signing.jpg
loan_0430,loan_3781,0.9195832442689997,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,fcf5ae68f49684c093039df22794ad50deeab93dee43afc96b48e980b21267f4,6002f5249cc534564b405b534a40bc3fd8c8fdad3cd36d925afddc35fbbdb2fc,D:\GitHub\jinchuang\data\loan_0430\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3781\face_signing.jpg
loan_0430,loan_1662,0.6610382466416362,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,fcf5ae68f49684c093039df22794ad50deeab93dee43afc96b48e980b21267f4,e5f7fe0f840a2ce47a2f012146e87d184dd1e8811ad6c6a4b70ddb481e81cbbf,D:\GitHub\jinchuang\data\loan_0430\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1662\face_signing.jpg
loan_0431,loan_3596,0.626403969934807,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,7c4db59ab7656d4a476188c3d598519d0eea3668d0adcaae15676bacdf02140b,6a2702aad523d1606d6fcb76a6e97cf72b0511a1977a016c8bb811e4754ff39b,D:\GitHub\jinchuang\data\loan_0431\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3596\face_signing.jpg
loan_0432,loan_3782,0.6293506249802553,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,812a3b28e1aaeb913c1e559a09b2ff4684ce3f5b1a48ed6ace349393cdce80a3,31887502f68fc570500c591c76cb6fa24fb4f837922861bae937201df94401e9,D:\GitHub\jinchuang\data\loan_0432\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3782\face_signing.jpg
loan_0433,loan_2042,0.521507846707282,True,cross_customer_fraud,not_labeled_similar,False,False,True,False,False,,,,,3667dc347501852c40000427dd0210ec3c1aa4555246ff00cbdee8847c15e503,e96f88d502cb313a7ff744eaf71fc27ce567bae2dcacd3663803eb426d12decc,D:\GitHub\jinchuang\data\loan_0433\face_signing.jpg,D:\GitHub\jinchuang\data\loan_2042\face_signing.jpg
loan_0433,loan_3783,0.6058782000020204,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,3667dc347501852c40000427dd0210ec3c1aa4555246ff00cbdee8847c15e503,df5e247ca57641dc995d081a43dc230f63d84c3d3b56f9c60665ae53fe4492ab,D:\GitHub\jinchuang\data\loan_0433\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3783\face_signing.jpg
loan_0433,loan_0458,0.591350316817084,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,3667dc347501852c40000427dd0210ec3c1aa4555246ff00cbdee8847c15e503,a75780cf21792c4b292750ecb56a64c2ecbc5597ed66c0289e1051d3120ed97c,D:\GitHub\jinchuang\data\loan_0433\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0458\face_signing.jpg
loan_0434,loan_1358,0.8562355255464428,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,854b0f6d5108b2ed9be93d1710838125d7113102caefa1dff39434ea74073f92,178816adb31494c4df63b75c496183f891a68a0f22664898c3c262e383afe8a1,D:\GitHub\jinchuang\data\loan_0434\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1358\face_signing.jpg
loan_0434,loan_3784,0.9300214058264558,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,854b0f6d5108b2ed9be93d1710838125d7113102caefa1dff39434ea74073f92,c9d6e488e9aaa312ab0652367f877a7b05ce7fce8192d0b69594ebd83b91e1fd,D:\GitHub\jinchuang\data\loan_0434\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3784\face_signing.jpg
loan_0435,loan_3785,0.7655332712226953,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,0f3585ca28398248e50287c55ad01f9c61e04d2f91585ed0f8fff4d723aa7e2d,2fb344ae8ccbd686c6fd4747cdf621eeb5621117848d581d81b44c73941b76e4,D:\GitHub\jinchuang\data\loan_0435\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3785\face_signing.jpg
loan_0435,loan_0697,0.7414875343756624,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,0f3585ca28398248e50287c55ad01f9c61e04d2f91585ed0f8fff4d723aa7e2d,3c591e6b7c0ed562d34bd4208507c2d1f4f251efcb4cd81e1357fd6593f0d7c1,D:\GitHub\jinchuang\data\loan_0435\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0697\face_signing.jpg
loan_0436,loan_3786,0.911823841084643,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,153604810693aace157643c22a04c307ba998635c9d20c08bf7ff2bc9189e6c2,feba656fd91edb04dd9c30f8de1a097dfea9bbc7c871c3a8208983ed1c1bf790,D:\GitHub\jinchuang\data\loan_0436\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3786\face_signing.jpg
loan_0437,loan_1086,0.4529884517521258,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,7416b15840127314ca91227e959654f4ee3799fd046096b90e0bf6ad9e7d9377,ad3fc41b11500f254f4b6d44520164ca82e7ea6145a5789b80139c548435f226,D:\GitHub\jinchuang\data\loan_0437\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1086\face_signing.jpg
loan_0437,loan_3787,0.6898538950812078,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,7416b15840127314ca91227e959654f4ee3799fd046096b90e0bf6ad9e7d9377,aa311772cdb49e48c28ea0c270855d5e48b4ff31ed8b9e3f5a9531efb778c1fb,D:\GitHub\jinchuang\data\loan_0437\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3787\face_signing.jpg
loan_0438,loan_3655,0.9451620088525533,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,ae6f8a11b6908007f957cf4f256747844fba5067749678803a31bd41d88d9d5f,8b00e3ddeeddf4192a57d7bc03fa78bf41de0933914a614a32ef231413867034,D:\GitHub\jinchuang\data\loan_0438\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3655\face_signing.jpg
loan_0438,loan_0466,0.6706677395226717,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,ae6f8a11b6908007f957cf4f256747844fba5067749678803a31bd41d88d9d5f,883b55cf6a4f2dea52cd8eec192846ce15ccaab58fc44b163f1840d82e458bb6,D:\GitHub\jinchuang\data\loan_0438\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0466\face_signing.jpg
loan_0439,loan_3628,0.9324277287054535,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,f26974c5979fdfa31ecdcdbf1df3e3e38481935b9b6935809a5952742c829579,f7e4fa4f25434580425b5781632f23bed4e394083dc81d35ccaed8da2e4c9134,D:\GitHub\jinchuang\data\loan_0439\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3628\face_signing.jpg
loan_0440,loan_3788,0.6838200706810706,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,8d2ef1365a27f811ce77813e0c0220aec2cfc11e811cc420f1ea0a6ebf2b3ee6,6e3c5040a73a95b428a9e86991d8c3c1c8b284a2ed6c809dff146c7568bbf6b3,D:\GitHub\jinchuang\data\loan_0440\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3788\face_signing.jpg
loan_0441,loan_0398,0.6045095156918446,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,960147bab698d6e584e8e461fbe8b2d9ffc6b264f67483ec9e2ef5dc3d1122cd,8d7326604d6dab7007749f3e1a2c24f9517c66ed777fffddf443b2c9ac77b00e,D:\GitHub\jinchuang\data\loan_0441\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0398\face_signing.jpg
loan_0441,loan_0350,0.47725330424512763,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,960147bab698d6e584e8e461fbe8b2d9ffc6b264f67483ec9e2ef5dc3d1122cd,4bf3d1e8def65f4ec6b44b9eef15223a76b5f1c2c4d5ac044055e45ecb6569d3,D:\GitHub\jinchuang\data\loan_0441\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0350\face_signing.jpg
loan_0441,loan_3733,0.7795276992667256,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,960147bab698d6e584e8e461fbe8b2d9ffc6b264f67483ec9e2ef5dc3d1122cd,f5791d6fdbd516bcd8abe8fc7ec009d5ec996f16c15d6dbde00ef58d2c363d57,D:\GitHub\jinchuang\data\loan_0441\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3733\face_signing.jpg
loan_0442,loan_1671,0.7832358981979105,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,70a1d2dae8458ccde625be34dfa292f77547732759cd5ee1519e9c5ebfab1ff8,0e585360be6f3fe08087aa138cef5ec91586dbd8c214051c5bfbb3207f4f5bcb,D:\GitHub\jinchuang\data\loan_0442\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1671\face_signing.jpg
loan_0442,loan_3702,0.527340003873746,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,70a1d2dae8458ccde625be34dfa292f77547732759cd5ee1519e9c5ebfab1ff8,6cbcfad2534a7862890c6197ed9a917ee098a26c572e30c4faca221d54556e26,D:\GitHub\jinchuang\data\loan_0442\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3702\face_signing.jpg
loan_0443,loan_1182,0.6565409786365525,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,d09ba79b27a0d19fe68fc797db1a629d1bce1e543f44e8c791cdccdd1e501c6b,3b35b1732dba0e8f69128fb99ae59cf75c67dca7a817995c2fa9b7491dfec8d4,D:\GitHub\jinchuang\data\loan_0443\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1182\face_signing.jpg
loan_0443,loan_1771,0.4166120777337183,True,cross_customer_fraud,not_labeled_similar,False,False,True,False,False,,,,,d09ba79b27a0d19fe68fc797db1a629d1bce1e543f44e8c791cdccdd1e501c6b,9d3a0695fe7a9a85f192d4a4995e15949b229a1d897b976c96e9d08cf961a9df,D:\GitHub\jinchuang\data\loan_0443\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1771\face_signing.jpg
loan_0443,loan_3789,0.4812574470458981,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,d09ba79b27a0d19fe68fc797db1a629d1bce1e543f44e8c791cdccdd1e501c6b,fec5d6942a133ab3a5a6c6c3876bf27ba88745ce975b442c96bc3bb64522e07e,D:\GitHub\jinchuang\data\loan_0443\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3789\face_signing.jpg
loan_0444,loan_3638,0.7890719924830291,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,dc396bb937b831816f4bdb95451991df44ef0abc874d4ce5b50f0eef8e478644,2c8e519c83ae4ad0b0e6146ff9dee36146522a717e36b8aa21691e9e1dc9f3e2,D:\GitHub\jinchuang\data\loan_0444\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3638\face_signing.jpg
loan_0444,loan_1048,0.5822525420774827,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,dc396bb937b831816f4bdb95451991df44ef0abc874d4ce5b50f0eef8e478644,08d03aa31d3e7e7b7958b3883a55a4bc67ba5fb47e11167d515324321b7b6a48,D:\GitHub\jinchuang\data\loan_0444\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1048\face_signing.jpg
loan_0445,loan_3592,0.5994383005169445,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,159b67b8aec5214372c3c5e63c4fabbe2391b27da701162ad75fde111359cbef,6d4fad779763d299630cc46c4bfda539684ab372c3fd3f97913263aec65779be,D:\GitHub\jinchuang\data\loan_0445\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3592\face_signing.jpg
loan_0446,loan_0517,0.6811363073352645,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,ebcbf314d4ce8afc661dd919ae865f0a166b3671f841c1411469d4a8a6427bfb,48088f784471b5194796d7a093be7fe8c20bad057f9fab2fad03bdd3b4b2c569,D:\GitHub\jinchuang\data\loan_0446\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0517\face_signing.jpg
loan_0446,loan_0994,0.8320514260131242,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,ebcbf314d4ce8afc661dd919ae865f0a166b3671f841c1411469d4a8a6427bfb,3ccade78b6731d06c30f78d88f86bc389c9230901ee6df4090399da8b7728622,D:\GitHub\jinchuang\data\loan_0446\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0994\face_signing.jpg
loan_0446,loan_3790,0.9226292274892284,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,ebcbf314d4ce8afc661dd919ae865f0a166b3671f841c1411469d4a8a6427bfb,d374134a6f197081a6d4ef8b1e694b4ebbf14f081e2ae16a7b84bec1145c708c,D:\GitHub\jinchuang\data\loan_0446\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3790\face_signing.jpg
loan_0447,loan_3791,0.8408302098098164,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,c39dc08291ca5215d93f1215080e60d270fa686691cc7f59ac63a1c56a853475,b4000bdb2bf6a539c1b5f515900fab6303943af36946a319259b00f250240203,D:\GitHub\jinchuang\data\loan_0447\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3791\face_signing.jpg
loan_0447,loan_0682,0.7442000154302074,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,c39dc08291ca5215d93f1215080e60d270fa686691cc7f59ac63a1c56a853475,e3e8ad2a9ddd383f642352d5d3012f4b4c595190dd7207ca178590171d899860,D:\GitHub\jinchuang\data\loan_0447\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0682\face_signing.jpg
loan_0447,loan_0482,0.6975716864514483,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,c39dc08291ca5215d93f1215080e60d270fa686691cc7f59ac63a1c56a853475,c410846e6c7c45c17f7e6f418f5926c73f3d6307846fad2ceca70bc2196ad93c,D:\GitHub\jinchuang\data\loan_0447\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0482\face_signing.jpg
loan_0448,loan_1169,0.909963312805627,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,6196c9450b82df8976939763990b8817928128e77be182b888a2f57041a74800,7f50c9c87eb305133e3374b9143f179d7b7094329d034e85aa0ee1daa1499097,D:\GitHub\jinchuang\data\loan_0448\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1169\face_signing.jpg
loan_0448,loan_0377,0.5474033887834002,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,6196c9450b82df8976939763990b8817928128e77be182b888a2f57041a74800,a28aa6140b66a206ae6853bf750d98f3c7c748667eb5326149d7fb947805e8d9,D:\GitHub\jinchuang\data\loan_0448\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0377\face_signing.jpg
loan_0448,loan_3745,0.5185935167571608,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,6196c9450b82df8976939763990b8817928128e77be182b888a2f57041a74800,ad81141b7603b2b84f0d97f3d763805569eb16d0f136738623cfaed046905f5f,D:\GitHub\jinchuang\data\loan_0448\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3745\face_signing.jpg
loan_0449,loan_0370,0.7163319419048397,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,c63613cdb01049be5c332fb3b429005485d6d4c107d3133f831b997e838a6391,9543d830fd64da3613f91359a365bc4b4d5528f302fa35d2306650ecbbe5e151,D:\GitHub\jinchuang\data\loan_0449\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0370\face_signing.jpg
loan_0449,loan_3742,0.7828238717175088,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,c63613cdb01049be5c332fb3b429005485d6d4c107d3133f831b997e838a6391,c5503b53c3c89869d2472c7b8e6007c75562da8c0eabe4758b19ca29ec7d7995,D:\GitHub\jinchuang\data\loan_0449\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3742\face_signing.jpg
loan_0450,loan_0876,0.7253436540938364,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,b5f30e8fa7a01f9eb431e27fa3fb858bcb35a1097c630869ef7f03ba17e77690,4feb4e0d1473fac2dd84f00cefc6591deabc1b9169208a9bc7a3b8d4a17546c8,D:\GitHub\jinchuang\data\loan_0450\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0876\face_signing.jpg
loan_0450,loan_0660,0.5758167606192932,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,b5f30e8fa7a01f9eb431e27fa3fb858bcb35a1097c630869ef7f03ba17e77690,f9a190523fc5bede3b577baf27a6f23159749feefac0d0ba0f3813bc32f8d0f8,D:\GitHub\jinchuang\data\loan_0450\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0660\face_signing.jpg
loan_0450,loan_3792,0.7932506580900219,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,b5f30e8fa7a01f9eb431e27fa3fb858bcb35a1097c630869ef7f03ba17e77690,03badbacd5840d593f6c3c40ec07201f3334c5a751fa811b704dfe1f69f1baed,D:\GitHub\jinchuang\data\loan_0450\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3792\face_signing.jpg
loan_0451,loan_3793,0.714179555195285,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,af939cd6176eee3d08509e36d569054f428091e1ddc8049271dc150c896b9af3,b154ea3d7eb63ae04b95a8e7183e78a2ec6a651603f56fa1ba713939115f9c06,D:\GitHub\jinchuang\data\loan_0451\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3793\face_signing.jpg
loan_0451,loan_1866,0.7051600047877631,True,cross_customer_fraud,not_labeled_similar,False,False,True,False,False,,,,,af939cd6176eee3d08509e36d569054f428091e1ddc8049271dc150c896b9af3,e06036287c38451f132b8810dd51554b0ab5d95b9b8e24ef09087a7fd9c14f80,D:\GitHub\jinchuang\data\loan_0451\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1866\face_signing.jpg
loan_0452,loan_0618,0.5703294729580742,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,6963ab1022c7010c6bee3cb4edb798a7a3c62707b88f1cb3f6c32e7aa170b3e8,6641a86bb0bab5783102fac08ce7781e829f897e0a429d85cf38ed4675407adc,D:\GitHub\jinchuang\data\loan_0452\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0618\face_signing.jpg
loan_0452,loan_3604,0.8380936759031716,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,6963ab1022c7010c6bee3cb4edb798a7a3c62707b88f1cb3f6c32e7aa170b3e8,d79733357799ca22af49f80011065b68f6282e5425ecadf73a030e7282ba2d0f,D:\GitHub\jinchuang\data\loan_0452\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3604\face_signing.jpg
loan_0453,loan_3794,0.8753597207025855,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,df546ccc7b94e82835bb476110ed91db66e16e125b801599747b9c34c97ecc8d,033d9e7920067948556fd43c702637a9da8e6ae8304ae4d0256696cc5e91eb42,D:\GitHub\jinchuang\data\loan_0453\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3794\face_signing.jpg
loan_0453,loan_0565,0.6651822874576415,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,df546ccc7b94e82835bb476110ed91db66e16e125b801599747b9c34c97ecc8d,62bf1b29e97d93187668807ca4824334c9fd917d9aba7305692c7b22d3b79e4b,D:\GitHub\jinchuang\data\loan_0453\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0565\face_signing.jpg
loan_0454,loan_3795,0.952957145070931,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,e121cab895f52d4ac694f4b8108e71b21b987269943afee97b3b3aa3e05513aa,274d715fe08e507db2b19e0c6fde5a45e437554dc7a4a57f7a144b4339eb9408,D:\GitHub\jinchuang\data\loan_0454\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3795\face_signing.jpg
loan_0455,loan_1369,0.4766664560937514,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,f40dc7894a897f61dc46a39189828c7053391b766250cbe9cd74105b55702cfb,7f7393b4499de1c20d69fdb1b959c94d5283bf801090e1ed2f0a49dc08788a6f,D:\GitHub\jinchuang\data\loan_0455\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1369\face_signing.jpg
loan_0455,loan_3796,0.799505132423902,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,f40dc7894a897f61dc46a39189828c7053391b766250cbe9cd74105b55702cfb,cbf012554c405d33de87dedb8fe76e7a8df14545e224f0a959a067e05a2329a8,D:\GitHub\jinchuang\data\loan_0455\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3796\face_signing.jpg
loan_0456,loan_3797,0.9442332140193395,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,8f50304eea18ac9ff838e01d82b5e3848d25a41839e923e8ae5f97c5f9c04b25,3772c75aae273b88a492b4a6ac0e5040a18e9dce72b6e25c92b67ed19586266f,D:\GitHub\jinchuang\data\loan_0456\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3797\face_signing.jpg
loan_0457,loan_0734,0.7709789767059582,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,a66146b988ba24acfa96a28c3e80c1108835476630eecb9564404b170c9f213d,6cdaccdcfb8d6a6383e68959a5e054774bd200760cacb5cb880058c624c2e91a,D:\GitHub\jinchuang\data\loan_0457\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0734\face_signing.jpg
loan_0457,loan_3798,0.9531431794729618,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,a66146b988ba24acfa96a28c3e80c1108835476630eecb9564404b170c9f213d,b876787fe34908d848d4b5778e7bf3cffccdbb7a5c0474a64fce93e0b46a09d5,D:\GitHub\jinchuang\data\loan_0457\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3798\face_signing.jpg
loan_0458,loan_0433,0.591350316817084,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,a75780cf21792c4b292750ecb56a64c2ecbc5597ed66c0289e1051d3120ed97c,3667dc347501852c40000427dd0210ec3c1aa4555246ff00cbdee8847c15e503,D:\GitHub\jinchuang\data\loan_0458\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0433\face_signing.jpg
loan_0458,loan_3783,0.47255736263625225,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,a75780cf21792c4b292750ecb56a64c2ecbc5597ed66c0289e1051d3120ed97c,df5e247ca57641dc995d081a43dc230f63d84c3d3b56f9c60665ae53fe4492ab,D:\GitHub\jinchuang\data\loan_0458\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3783\face_signing.jpg
loan_0459,loan_1181,0.4905554100612892,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,91ffe63eaf81a8e37507aedeacb9c690f4c42069ce6f2a7327b239f9e0e83c3d,067f24bbda4b123748bf3a8857a04a1bdbd8b064b52303463ab5210e8431f890,D:\GitHub\jinchuang\data\loan_0459\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1181\face_signing.jpg
loan_0459,loan_3799,0.8703917667645671,True,cross_customer_fraud,cross_customer_fraud,False,False,True,False,False,,,,,91ffe63eaf81a8e37507aedeacb9c690f4c42069ce6f2a7327b239f9e0e83c3d,b66fadfc361967c09d8a5c86b933c200a5f0424de606192dcbe71926fe9ddde1,D:\GitHub\jinchuang\data\loan_0459\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3799\face_signing.jpg
